id_movimento,data_emissao,data_vencimento,data_pagamento,tipo,categoria,centro_custo,entidade,forma_pagamento,valor_previsto,valor_realizado,status
MOV-00194,2025-03-12,2025-03-25,2025-03-21,Entrada,Vendas B2B,Marketing,Cliente 24,Transferência,12095.97,11826.47,Pago
MOV-00195,2025-03-06,2025-03-20,2025-03-15,Saída,Pessoal,Tecnologia,Fornecedor 31,Cartão,9180.81,8930.34,Pago
MOV-00196,2025-02-04,2025-03-05,2025-03-05,Saída,Fornecedores,Tecnologia,Fornecedor 38,Transferência,13052.7,12788.38,Pago
MOV-00197,2025-02-16,2025-03-19,2025-03-14,Saída,Pessoal,Comercial,Fornecedor 27,Transferência,13175.31,13071.24,Pago
MOV-00198,2025-02-21,2025-03-23,2025-03-25,Saída,Tecnologia,Administrativo,Fornecedor 37,Boleto,10860.88,10708.09,Pago
MOV-00199,2025-02-03,2025-03-06,2025-03-07,Saída,Tecnologia,Operações,Fornecedor 03,PIX,9008.75,8818.36,Pago
MOV-00200,2025-02-08,2025-03-14,2025-03-12,Saída,Fornecedores,Administrativo,Fornecedor 31,PIX,7147.68,7109.24,Pago
MOV-00201,2025-02-26,2025-03-18,2025-03-20,Saída,Tecnologia,Operações,Fornecedor 30,Transferência,8161.84,8174.32,Pago
MOV-00202,2025-03-06,2025-03-22,2025-03-21,Saída,Pessoal,Operações,Fornecedor 18,Transferência,17542.33,17658.19,Pago
MOV-00203,2025-02-13,2025-03-10,2025-03-08,Saída,Fornecedores,Tecnologia,Fornecedor 31,Transferência,14094.73,14255.61,Pago
MOV-00204,2025-02-16,2025-03-10,2025-03-11,Saída,Pessoal,Tecnologia,Fornecedor 10,Transferência,15854.86,16231.34,Pago
MOV-00205,2025-01-29,2025-03-03,2025-03-05,Saída,Fornecedores,Marketing,Fornecedor 14,Boleto,13864.89,13994.64,Pago
MOV-00206,2025-02-13,2025-03-18,2025-03-15,Saída,Logística,Administrativo,Fornecedor 16,Boleto,4928.46,4812.91,Pago
MOV-00207,2025-02-16,2025-03-08,2025-03-03,Saída,Fornecedores,Marketing,Fornecedor 07,Boleto,13210.12,12893.23,Pago
MOV-00208,2025-02-18,2025-03-06,2025-03-08,Saída,Fornecedores,Tecnologia,Fornecedor 21,Transferência,8575.49,8563.89,Pago
MOV-00209,2025-01-29,2025-03-03,2025-03-01,Saída,Marketing,Comercial,Fornecedor 12,Cartão,13246.08,13274.02,Pago
MOV-00210,2025-02-15,2025-03-02,2025-03-03,Saída,Logística,Tecnologia,Fornecedor 03,PIX,3683.12,3746.76,Pago
MOV-00211,2025-02-25,2025-03-11,2025-03-13,Saída,Fornecedores,Administrativo,Fornecedor 30,Transferência,9260.31,9476.59,Pago
MOV-00212,2025-02-24,2025-03-06,2025-03-05,Saída,Fornecedores,Tecnologia,Fornecedor 19,Boleto,2858.4,2895.89,Pago
MOV-00213,2025-02-10,2025-03-13,2025-03-13,Saída,Fornecedores,Comercial,Fornecedor 12,Boleto,12569.62,12257.95,Pago
MOV-00214,2025-02-22,2025-03-13,2025-03-12,Saída,Pessoal,Administrativo,Fornecedor 37,PIX,7592.2,7799.03,Pago
MOV-00215,2025-02-21,2025-03-08,2025-03-12,Saída,Fornecedores,Marketing,Fornecedor 44,Transferência,6083.35,6070.72,Pago em atraso
MOV-00216,2025-02-24,2025-03-10,2025-03-08,Saída,Marketing,Marketing,Fornecedor 10,Cartão,9729.59,9565.62,Pago
MOV-00217,2025-02-07,2025-03-14,2025-03-16,Saída,Tecnologia,Operações,Fornecedor 16,PIX,9298.92,9442.5,Pago
MOV-00218,2025-03-05,2025-03-19,2025-03-17,Saída,Pessoal,Operações,Fornecedor 21,Cartão,11695.07,11746.09,Pago
MOV-00219,2025-02-23,2025-03-19,2025-03-21,Saída,Fornecedores,Operações,Fornecedor 33,Cartão,4069.91,4145.29,Pago
MOV-00220,2025-03-16,2025-03-26,2025-03-21,Saída,Pessoal,Operações,Fornecedor 38,PIX,12857.81,12777.54,Pago
MOV-00221,2025-02-19,2025-03-03,2025-02-26,Saída,Fornecedores,Marketing,Fornecedor 03,Transferência,5887.12,6040.63,Pago
MOV-00222,2025-03-02,2025-03-24,2025-03-25,Saída,Pessoal,Marketing,Fornecedor 25,Cartão,16365.33,16242.06,Pago
MOV-00223,2025-03-01,2025-03-28,2025-03-28,Saída,Fornecedores,Marketing,Fornecedor 34,Boleto,13980.23,13660.33,Pago
MOV-00224,2025-01-27,2025-03-01,2025-02-28,Saída,Tecnologia,Administrativo,Fornecedor 28,Cartão,4295.73,4286.19,Pago
MOV-00225,2025-02-07,2025-03-12,2025-03-10,Saída,Logística,Comercial,Fornecedor 03,Cartão,4619.94,4741.19,Pago
MOV-00226,2025-02-18,2025-03-01,2025-02-25,Saída,Marketing,Marketing,Fornecedor 39,PIX,13615.73,13289.69,Pago
MOV-00227,2025-02-09,2025-03-15,2025-03-13,Saída,Fornecedores,Comercial,Fornecedor 09,Transferência,1964.86,1994.85,Pago
MOV-00228,2025-03-05,2025-03-19,2025-03-19,Saída,Fornecedores,Administrativo,Fornecedor 15,Cartão,13356.58,13145.74,Pago
MOV-00229,2025-03-13,2025-03-24,2025-03-25,Saída,Pessoal,Tecnologia,Fornecedor 42,Cartão,18477.05,18538.97,Pago
MOV-00230,2025-02-08,2025-03-14,2025-03-13,Saída,Tecnologia,Administrativo,Fornecedor 31,Boleto,5550.21,5509.07,Pago
MOV-00231,2025-02-24,2025-03-23,2025-03-25,Saída,Logística,Marketing,Fornecedor 27,Boleto,5315.13,5447.39,Pago
MOV-00232,2025-01-29,2025-03-03,2025-03-03,Saída,Pessoal,Operações,Fornecedor 04,Transferência,11330.71,11053.65,Pago
MOV-00233,2025-02-11,2025-03-03,2025-03-01,Saída,Pessoal,Tecnologia,Fornecedor 01,Boleto,7970.37,7960.52,Pago
MOV-00234,2025-01-31,2025-03-04,2025-03-06,Saída,Administrativo,Administrativo,Fornecedor 14,Cartão,13953.23,14300.2,Pago
MOV-00235,2025-03-04,2025-03-25,2025-03-27,Saída,Logística,Tecnologia,Fornecedor 17,Transferência,8598.04,8615.4,Pago
MOV-00236,2025-03-03,2025-03-24,2025-03-24,Saída,Pessoal,Tecnologia,Fornecedor 27,PIX,8653.05,8868.16,Pago
MOV-00237,2025-02-21,2025-03-09,2025-03-10,Saída,Pessoal,Tecnologia,Fornecedor 15,Cartão,9199.95,9086.9,Pago
MOV-00238,2025-02-20,2025-03-22,2025-03-24,Saída,Pessoal,Marketing,Fornecedor 30,Boleto,13878.04,14266.49,Pago
MOV-00239,2025-02-06,2025-03-05,2025-03-07,Saída,Tecnologia,Comercial,Fornecedor 34,PIX,5987.01,5873.51,Pago
MOV-00240,2025-02-25,2025-03-27,2025-03-22,Saída,Logística,Operações,Fornecedor 05,Boleto,2357.93,2345.54,Pago
MOV-00241,2025-04-02,2025-04-12,2025-04-28,Entrada,Vendas B2B,Comercial,Cliente 35,Cartão,12374.83,12493.1,Pago em atraso
MOV-00242,2025-03-08,2025-04-09,2025-04-08,Entrada,Vendas B2B,Marketing,Cliente 12,PIX,12799.63,12428.81,Pago
MOV-00243,2025-03-21,2025-04-08,2025-04-07,Entrada,Serviços,Marketing,Cliente 06,Transferência,12709.38,12949.75,Pago
MOV-00244,2025-03-27,2025-04-08,2025-04-06,Entrada,Serviços,Comercial,Cliente 06,Cartão,11536.58,11398.12,Pago
MOV-00245,2025-03-10,2025-04-02,2025-03-30,Entrada,Vendas B2B,Tecnologia,Cliente 37,PIX,13217.25,12886.31,Pago
MOV-00246,2025-03-27,2025-04-08,2025-04-10,Entrada,Serviços,Tecnologia,Cliente 35,PIX,19789.91,19518.11,Pago
MOV-00247,2025-02-28,2025-04-01,2025-03-29,Entrada,Vendas B2B,Marketing,Cliente 05,Transferência,18557.27,18838.14,Pago
MOV-00248,2025-03-25,2025-04-27,2025-04-27,Entrada,Vendas B2B,Operações,Cliente 45,PIX,7617.11,7564.02,Pago
MOV-00249,2025-03-13,2025-04-02,2025-04-10,Entrada,Vendas B2B,Administrativo,Cliente 40,Cartão,20779.46,21201.71,Pago em atraso
MOV-00250,2025-03-31,2025-04-21,2025-04-23,Entrada,Serviços,Administrativo,Cliente 25,Cartão,9157.89,9152.73,Pago
MOV-00251,2025-03-12,2025-04-13,2025-04-23,Entrada,Vendas B2B,Comercial,Cliente 06,Transferência,13812.26,14059.27,Pago em atraso
MOV-00252,2025-04-08,2025-04-21,2025-05-04,Entrada,Vendas B2B,Comercial,Cliente 01,Transferência,16068.64,15891.9,Pago em atraso
MOV-00253,2025-03-08,2025-04-04,2025-04-10,Entrada,Vendas B2B,Administrativo,Cliente 33,Cartão,16959.51,16889.28,Pago em atraso
MOV-00254,2025-04-08,2025-04-18,2025-04-29,Entrada,Vendas B2B,Tecnologia,Cliente 27,Cartão,4911.4,5018.58,Pago em atraso
MOV-00255,2025-04-03,2025-04-18,2025-04-16,Entrada,Assinaturas,Marketing,Cliente 11,Boleto,16304.8,16375.2,Pago
MOV-00256,2025-03-17,2025-04-05,2025-04-19,Entrada,Vendas B2B,Marketing,Cliente 05,Transferência,8118.14,8009.01,Pago em atraso
MOV-00257,2025-04-07,2025-04-21,2025-04-19,Entrada,Vendas B2B,Tecnologia,Cliente 01,Cartão,7726.84,7707.3,Pago
MOV-00258,2025-03-27,2025-04-26,2025-04-28,Entrada,Vendas B2B,Administrativo,Cliente 09,Transferência,14427.77,14284.71,Pago
MOV-00259,2025-03-18,2025-04-07,2025-04-04,Entrada,Vendas B2B,Tecnologia,Cliente 45,Cartão,20294.39,20860.09,Pago
MOV-00260,2025-03-14,2025-04-11,2025-04-12,Entrada,Serviços,Operações,Cliente 38,Boleto,17329.49,17189.14,Pago
MOV-00261,2025-04-05,2025-04-24,2025-04-22,Entrada,Assinaturas,Comercial,Cliente 27,Cartão,13170.58,13121.94,Pago
MOV-00262,2025-03-28,2025-04-09,2025-04-10,Entrada,Vendas B2B,Marketing,Cliente 39,Cartão,8735.61,8887.13,Pago
MOV-00263,2025-04-07,2025-04-28,2025-04-23,Entrada,Assinaturas,Administrativo,Cliente 39,PIX,12888.41,13113.23,Pago
MOV-00264,2025-03-23,2025-04-22,2025-04-17,Entrada,Vendas B2B,Marketing,Cliente 22,Cartão,7756.27,7785.69,Pago
MOV-00265,2025-03-17,2025-04-08,2025-04-06,Entrada,Vendas B2B,Marketing,Cliente 44,Boleto,5072.61,5056.11,Pago
MOV-00266,2025-03-02,2025-04-04,2025-03-31,Entrada,Vendas B2B,Operações,Cliente 23,Transferência,3744.56,3658.3,Pago
MOV-00267,2025-03-15,2025-04-17,2025-04-19,Entrada,Vendas B2B,Marketing,Cliente 21,PIX,17370.67,16951.3,Pago
MOV-00268,2025-03-04,2025-04-04,2025-04-15,Entrada,Vendas B2B,Operações,Cliente 16,Boleto,17835.49,17993.84,Pago em atraso
MOV-00269,2025-03-15,2025-04-14,2025-04-12,Entrada,Assinaturas,Operações,Cliente 12,Cartão,9240.63,9405.72,Pago
MOV-00270,2025-03-06,2025-04-07,2025-04-08,Entrada,Vendas B2B,Operações,Cliente 14,Transferência,16529.8,16419.55,Pago
MOV-00271,2025-03-18,2025-04-03,2025-03-31,Entrada,Assinaturas,Marketing,Cliente 08,Transferência,17809.38,17665.97,Pago
MOV-00272,2025-03-24,2025-04-21,2025-04-22,Entrada,Assinaturas,Comercial,Cliente 23,Transferência,12083.38,12164.08,Pago
MOV-00273,2025-03-30,2025-04-27,2025-04-26,Entrada,Serviços,Comercial,Cliente 44,Boleto,14377.02,14738.18,Pago
MOV-00274,2025-03-12,2025-04-04,2025-04-01,Entrada,Vendas B2B,Administrativo,Cliente 09,Cartão,7583.04,7587.97,Pago
MOV-00275,2025-03-27,2025-04-21,2025-04-18,Saída,Pessoal,Tecnologia,Fornecedor 09,Boleto,14011.08,14057.24,Pago
MOV-00276,2025-03-21,2025-04-12,2025-04-14,Saída,Pessoal,Administrativo,Fornecedor 33,Cartão,8302.61,8121.55,Pago
MOV-00277,2025-03-11,2025-04-15,2025-04-11,Saída,Pessoal,Operações,Fornecedor 19,PIX,16049.68,16112.66,Pago
MOV-00278,2025-03-24,2025-04-06,2025-04-08,Saída,Fornecedores,Administrativo,Fornecedor 08,Transferência,8584.47,8610.08,Pago
MOV-00279,2025-03-19,2025-04-12,2025-04-07,Saída,Tecnologia,Administrativo,Fornecedor 14,Cartão,12393.65,12586.99,Pago
MOV-00280,2025-04-04,2025-04-25,2025-04-20,Saída,Fornecedores,Comercial,Fornecedor 29,PIX,12484.16,12446.51,Pago
MOV-00281,2025-03-28,2025-04-26,2025-04-26,Saída,Tecnologia,Marketing,Fornecedor 11,Boleto,4575.44,4674.56,Pago
MOV-00282,2025-03-28,2025-04-26,2025-05-08,Saída,Tecnologia,Administrativo,Fornecedor 11,Transferência,12263.61,12287.36,Pago em atraso
MOV-00283,2025-03-16,2025-04-19,2025-04-15,Saída,Administrativo,Marketing,Fornecedor 04,Transferência,5317.99,5201.71,Pago
MOV-00284,2025-04-11,2025-04-28,2025-04-25,Saída,Logística,Marketing,Fornecedor 32,Boleto,3107.93,3147.35,Pago
MOV-00285,2025-03-13,2025-04-15,2025-04-18,Saída,Pessoal,Tecnologia,Fornecedor 45,Transferência,12557.86,12484.66,Pago em atraso
MOV-00286,2025-04-04,2025-04-28,2025-04-24,Saída,Pessoal,Tecnologia,Fornecedor 05,Cartão,14537.08,14738.5,Pago
MOV-00287,2025-03-18,2025-04-07,2025-04-07,Saída,Fornecedores,Administrativo,Fornecedor 37,Boleto,7144.86,7285.62,Pago
MOV-00288,2025-03-18,2025-04-22,2025-04-17,Saída,Pessoal,Marketing,Fornecedor 02,PIX,11726.13,11444.4,Pago
MOV-00289,2025-03-14,2025-04-15,2025-04-29,Saída,Administrativo,Operações,Fornecedor 42,Transferência,3522.55,3459.63,Pago em atraso
MOV-00290,2025-03-19,2025-04-09,2025-04-09,Saída,Fornecedores,Operações,Fornecedor 04,Cartão,13852.96,13645.49,Pago
MOV-00291,2025-04-15,2025-04-25,2025-04-21,Saída,Marketing,Operações,Fornecedor 31,PIX,11096.33,11231.95,Pago
MOV-00292,2025-04-09,2025-04-22,2025-04-17,Saída,Fornecedores,Marketing,Fornecedor 45,Boleto,4432.03,4484.04,Pago
MOV-00293,2025-04-07,2025-04-26,2025-04-26,Saída,Pessoal,Operações,Fornecedor 25,Boleto,8724.11,8654.79,Pago
MOV-00294,2025-03-19,2025-04-03,2025-03-29,Saída,Marketing,Marketing,Fornecedor 23,Boleto,10444.95,10514.09,Pago
MOV-00295,2025-04-02,2025-04-14,2025-04-16,Saída,Marketing,Comercial,Fornecedor 09,PIX,3434.42,3508.6,Pago
MOV-00296,2025-03-15,2025-04-14,2025-04-11,Saída,Marketing,Comercial,Fornecedor 16,Transferência,6536.68,6437.76,Pago
MOV-00297,2025-03-30,2025-04-28,2025-04-27,Saída,Tecnologia,Administrativo,Fornecedor 13,Cartão,10622.81,10435.07,Pago
MOV-00298,2025-04-09,2025-04-26,2025-04-28,Saída,Fornecedores,Marketing,Fornecedor 41,PIX,2143.62,2128.94,Pago
MOV-00299,2025-03-11,2025-04-11,2025-04-12,Saída,Pessoal,Operações,Fornecedor 31,PIX,19315.21,19159.23,Pago
MOV-00300,2025-03-18,2025-04-09,2025-04-04,Saída,Fornecedores,Administrativo,Fornecedor 19,Cartão,2316.48,2378.84,Pago
MOV-00301,2025-04-06,2025-04-18,2025-04-17,Saída,Pessoal,Administrativo,Fornecedor 14,Boleto,15228.34,14847.87,Pago
MOV-00302,2025-04-04,2025-04-27,2025-04-23,Saída,Pessoal,Operações,Fornecedor 04,Boleto,15154.67,14982.06,Pago
MOV-00303,2025-03-13,2025-04-15,2025-04-10,Saída,Fornecedores,Operações,Fornecedor 08,PIX,7209.4,7126.91,Pago
MOV-00304,2025-03-02,2025-04-06,2025-04-06,Saída,Tecnologia,Tecnologia,Fornecedor 11,Transferência,10769.8,10784.67,Pago
MOV-00305,2025-03-30,2025-04-09,2025-04-05,Saída,Fornecedores,Tecnologia,Fornecedor 28,Transferência,11831.51,12024.2,Pago
MOV-00306,2025-04-10,2025-04-21,2025-05-06,Saída,Pessoal,Marketing,Fornecedor 37,Boleto,19175.6,19188.0,Pago em atraso
MOV-00307,2025-03-24,2025-04-19,2025-04-15,Saída,Pessoal,Comercial,Fornecedor 03,PIX,8884.28,8739.5,Pago
MOV-00308,2025-04-02,2025-04-13,2025-04-10,Saída,Fornecedores,Administrativo,Fornecedor 42,Cartão,7706.51,7905.87,Pago
MOV-00309,2025-04-11,2025-04-24,2025-04-20,Saída,Fornecedores,Administrativo,Fornecedor 44,PIX,4726.34,4746.63,Pago
MOV-00310,2025-03-14,2025-04-02,2025-03-29,Saída,Fornecedores,Tecnologia,Fornecedor 21,PIX,12141.04,12415.66,Pago
MOV-00311,2025-03-22,2025-04-19,2025-04-17,Saída,Pessoal,Marketing,Fornecedor 13,Boleto,10037.92,10016.19,Pago
MOV-00312,2025-02-28,2025-04-01,2025-04-01,Saída,Fornecedores,Comercial,Fornecedor 22,PIX,13848.59,13961.55,Pago
MOV-00313,2025-04-07,2025-04-24,2025-04-20,Saída,Tecnologia,Marketing,Fornecedor 32,PIX,6433.25,6319.46,Pago
MOV-00314,2025-03-14,2025-04-09,2025-04-07,Saída,Administrativo,Marketing,Fornecedor 45,Transferência,3314.41,3393.42,Pago
MOV-00315,2025-03-20,2025-04-17,2025-04-18,Saída,Pessoal,Comercial,Fornecedor 28,Boleto,14523.09,14152.6,Pago
MOV-00316,2025-03-09,2025-04-11,2025-04-12,Saída,Fornecedores,Tecnologia,Fornecedor 21,Cartão,4896.05,4955.02,Pago
MOV-00317,2025-03-23,2025-04-07,2025-04-03,Saída,Fornecedores,Marketing,Fornecedor 30,Transferência,2411.88,2362.01,Pago
MOV-00318,2025-03-25,2025-04-07,2025-04-09,Saída,Pessoal,Comercial,Fornecedor 11,Transferência,19052.69,18784.06,Pago
MOV-00319,2025-03-01,2025-04-02,2025-04-02,Saída,Logística,Operações,Fornecedor 23,Cartão,10708.17,10482.22,Pago
MOV-00320,2025-03-10,2025-04-06,2025-04-19,Saída,Pessoal,Administrativo,Fornecedor 16,PIX,10739.97,10968.47,Pago em atraso
MOV-00321,2025-04-18,2025-05-05,2025-05-07,Entrada,Vendas B2B,Operações,Cliente 13,Cartão,17360.5,17704.63,Pago
MOV-00322,2025-05-09,2025-05-21,2025-05-30,Entrada,Vendas B2B,Comercial,Cliente 05,Boleto,14310.46,14668.88,Pago em atraso
MOV-00323,2025-04-11,2025-05-05,2025-05-16,Entrada,Serviços,Comercial,Cliente 11,Cartão,11027.32,10777.57,Pago em atraso
MOV-00324,2025-04-15,2025-05-01,2025-05-02,Entrada,Serviços,Operações,Cliente 18,Transferência,10176.38,9976.6,Pago
MOV-00325,2025-04-25,2025-05-20,2025-05-18,Entrada,Vendas B2B,Marketing,Cliente 36,Cartão,5847.85,5899.53,Pago
MOV-00326,2025-03-31,2025-05-05,2025-05-03,Entrada,Vendas B2B,Administrativo,Cliente 02,Cartão,8151.99,8215.94,Pago
MOV-00327,2025-04-22,2025-05-18,2025-05-18,Entrada,Assinaturas,Tecnologia,Cliente 25,Transferência,9545.88,9782.24,Pago
MOV-00328,2025-04-13,2025-05-08,2025-05-17,Entrada,Vendas B2B,Administrativo,Cliente 23,Boleto,8838.98,8604.88,Pago em atraso
MOV-00329,2025-05-05,2025-05-22,2025-05-17,Entrada,Serviços,Administrativo,Cliente 25,Transferência,4995.78,5074.93,Pago
MOV-00330,2025-04-04,2025-05-06,2025-05-06,Entrada,Serviços,Tecnologia,Cliente 38,PIX,20657.32,21036.85,Pago
MOV-00331,2025-04-14,2025-05-19,2025-05-17,Entrada,Assinaturas,Marketing,Cliente 35,Transferência,9415.34,9605.55,Pago
MOV-00332,2025-04-07,2025-05-02,2025-04-30,Entrada,Vendas B2B,Comercial,Cliente 22,Boleto,3903.48,3791.04,Pago
MOV-00333,2025-04-22,2025-05-06,2025-05-06,Entrada,Assinaturas,Administrativo,Cliente 10,PIX,9223.42,8979.68,Pago
MOV-00334,2025-04-13,2025-05-03,2025-05-04,Entrada,Serviços,Tecnologia,Cliente 21,Boleto,18357.96,18452.71,Pago
MOV-00335,2025-04-29,2025-05-14,2025-05-16,Entrada,Serviços,Administrativo,Cliente 45,Transferência,16103.5,16247.64,Pago
MOV-00336,2025-04-03,2025-05-06,2025-05-05,Entrada,Vendas B2B,Comercial,Cliente 45,Cartão,13584.0,13280.27,Pago
MOV-00337,2025-04-20,2025-05-19,2025-05-30,Entrada,Serviços,Operações,Cliente 41,PIX,16779.54,17203.43,Pago em atraso
MOV-00338,2025-05-09,2025-05-24,2025-06-05,Entrada,Serviços,Comercial,Cliente 43,Transferência,5707.5,5872.69,Pago em atraso
MOV-00339,2025-04-25,2025-05-08,2025-05-08,Entrada,Vendas B2B,Comercial,Cliente 04,Cartão,7896.11,7780.82,Pago
MOV-00340,2025-04-15,2025-05-06,2025-05-08,Entrada,Vendas B2B,Administrativo,Cliente 25,PIX,10609.55,10852.57,Pago
MOV-00341,2025-05-07,2025-05-19,2025-05-17,Entrada,Serviços,Comercial,Cliente 19,PIX,17094.03,16748.04,Pago
MOV-00342,2025-04-21,2025-05-03,2025-05-04,Entrada,Vendas B2B,Administrativo,Cliente 06,Transferência,19956.65,19550.62,Pago
MOV-00343,2025-05-01,2025-05-16,2025-05-17,Entrada,Assinaturas,Administrativo,Cliente 28,Boleto,14017.87,14390.0,Pago
MOV-00344,2025-04-18,2025-05-07,2025-05-06,Entrada,Vendas B2B,Operações,Cliente 07,PIX,9053.62,9140.86,Pago
MOV-00345,2025-05-04,2025-05-16,2025-05-28,Entrada,Vendas B2B,Tecnologia,Cliente 43,Cartão,12893.74,12509.88,Pago em atraso
MOV-00346,2025-04-23,2025-05-06,2025-05-02,Entrada,Vendas B2B,Tecnologia,Cliente 26,Cartão,3688.64,3682.79,Pago
MOV-00347,2025-04-11,2025-05-03,2025-05-04,Entrada,Vendas B2B,Tecnologia,Cliente 12,Cartão,14850.58,14569.8,Pago
MOV-00348,2025-04-25,2025-05-09,2025-05-08,Entrada,Vendas B2B,Comercial,Cliente 06,Transferência,10962.47,11004.73,Pago
MOV-00349,2025-04-29,2025-05-25,2025-05-20,Entrada,Assinaturas,Marketing,Cliente 35,Cartão,10509.99,10724.9,Pago
MOV-00350,2025-04-14,2025-05-10,2025-05-12,Entrada,Assinaturas,Administrativo,Cliente 44,Boleto,7376.58,7377.51,Pago
MOV-00351,2025-04-01,2025-05-06,2025-05-03,Entrada,Vendas B2B,Operações,Cliente 09,PIX,16539.86,17008.43,Pago
MOV-00352,2025-04-26,2025-05-14,2025-05-11,Entrada,Vendas B2B,Tecnologia,Cliente 05,PIX,20600.01,21012.97,Pago
MOV-00353,2025-05-01,2025-05-11,2025-05-13,Entrada,Vendas B2B,Administrativo,Cliente 38,Cartão,10217.78,10473.53,Pago
MOV-00354,2025-04-21,2025-05-19,2025-05-15,Entrada,Vendas B2B,Comercial,Cliente 19,Transferência,5865.61,6015.16,Pago
MOV-00355,2025-05-03,2025-05-21,2025-05-23,Saída,Logística,Marketing,Fornecedor 10,Cartão,4837.08,4702.84,Pago
MOV-00356,2025-04-23,2025-05-11,2025-05-06,Saída,Fornecedores,Tecnologia,Fornecedor 02,Transferência,13006.23,13198.01,Pago
MOV-00357,2025-04-22,2025-05-09,2025-05-05,Saída,Logística,Operações,Fornecedor 20,Cartão,5345.41,5496.95,Pago
MOV-00358,2025-05-08,2025-05-24,2025-05-20,Saída,Tecnologia,Marketing,Fornecedor 32,Transferência,5578.08,5473.64,Pago
MOV-00359,2025-04-02,2025-05-06,2025-05-23,Saída,Logística,Administrativo,Fornecedor 37,PIX,8117.25,8070.2,Pago em atraso
MOV-00360,2025-04-26,2025-05-07,2025-05-05,Saída,Fornecedores,Tecnologia,Fornecedor 13,Transferência,12818.23,12459.12,Pago
MOV-00361,2025-04-05,2025-05-04,2025-05-02,Saída,Pessoal,Marketing,Fornecedor 12,Cartão,12101.44,12008.84,Pago
MOV-00362,2025-04-04,2025-05-06,2025-05-05,Saída,Marketing,Comercial,Fornecedor 19,PIX,5955.45,6044.41,Pago
MOV-00363,2025-04-19,2025-05-07,2025-05-05,Saída,Pessoal,Marketing,Fornecedor 33,PIX,14127.89,14278.52,Pago
MOV-00364,2025-04-23,2025-05-22,2025-05-27,Saída,Logística,Comercial,Fornecedor 15,Transferência,14019.33,14143.29,Pago em atraso
MOV-00365,2025-05-01,2025-05-23,2025-05-22,Saída,Marketing,Tecnologia,Fornecedor 30,Transferência,13704.12,13641.47,Pago
MOV-00366,2025-05-07,2025-05-17,2025-05-18,Saída,Fornecedores,Administrativo,Fornecedor 43,Transferência,5333.53,5360.57,Pago
MOV-00367,2025-05-04,2025-05-22,2025-05-18,Saída,Pessoal,Tecnologia,Fornecedor 18,Transferência,10780.67,10674.77,Pago
MOV-00368,2025-05-04,2025-05-21,2025-05-18,Saída,Marketing,Comercial,Fornecedor 39,Cartão,13824.06,13838.4,Pago
MOV-00369,2025-05-06,2025-05-24,2025-06-09,Saída,Marketing,Marketing,Fornecedor 26,Cartão,10278.75,10585.55,Pago em atraso
MOV-00370,2025-05-02,2025-05-19,2025-05-19,Saída,Tecnologia,Administrativo,Fornecedor 41,Cartão,9002.22,9124.59,Pago
MOV-00371,2025-04-20,2025-05-17,2025-05-14,Saída,Logística,Operações,Fornecedor 19,PIX,10162.67,10370.38,Pago
MOV-00372,2025-04-28,2025-05-18,2025-05-15,Saída,Pessoal,Comercial,Fornecedor 15,Transferência,15895.57,16321.82,Pago
MOV-00373,2025-04-16,2025-05-14,2025-05-14,Saída,Fornecedores,Tecnologia,Fornecedor 30,PIX,12769.27,12670.96,Pago
MOV-00374,2025-04-19,2025-05-20,2025-05-27,Saída,Pessoal,Marketing,Fornecedor 34,Transferência,14258.7,14259.11,Pago em atraso
MOV-00375,2025-04-05,2025-05-07,2025-05-09,Saída,Pessoal,Operações,Fornecedor 06,Cartão,9256.07,9057.93,Pago
MOV-00376,2025-03-29,2025-05-02,2025-05-11,Saída,Pessoal,Operações,Fornecedor 37,Boleto,11135.95,10941.77,Pago em atraso
MOV-00377,2025-04-25,2025-05-20,2025-05-21,Saída,Pessoal,Marketing,Fornecedor 01,PIX,8530.91,8481.46,Pago
MOV-00378,2025-05-01,2025-05-11,2025-05-09,Saída,Pessoal,Operações,Fornecedor 15,Transferência,18494.95,17959.98,Pago
MOV-00379,2025-04-21,2025-05-10,2025-05-05,Saída,Pessoal,Marketing,Fornecedor 34,Transferência,13331.24,13169.83,Pago
